ID,Flag_Cliente,Edad,Genero,Flag_Upgrade,MOB,DiasMora_201501,DiasMora_201502,DiasMora_201503,DiasMora_201504,DiasMora_201505,DiasMora_201506,NroPagosMensuales_u6m,FlagRefRCC_u12m,ClasRCC_u12m,NroEntRCC_TC,DeudaTC,LineaTC,NroTransacciones_PagaLaMitad_u12m,NroTransacciones_DispEfectivo_u12m,SaldoTotal_maximo_u12m
323141,1,57,0,1,116.233333333333,0,0,0,0,0,0,5,1,0,1,548.97,24250,0,0,2358.3
323226,1,38,1,1,116.166666666667,0,1,0,0,0,0,5,1,0,1,897.44,36800,0,0,3459.95
323229,1,37,1,0,116.166666666667,0,0,0,0,0,0,4,1,0,2,951.1,5900,0,6,3370.37
323649,0,41,0,0,115.733333333333,0,0,0,0,0,20,4,1,1,1,17537.88,16590,1,7,18589.57
323669,0,50,0,1,115.733333333333,0,0,0,0,0,20,2,1,2,3,2135.62,2000,0,10,2135.62
323710,0,72,0,1,115.7,0,0,0,0,0,0,5,1,0,1,13061,13200,0,0,13061
323725,1,50,1,1,115.633333333333,0,0,0,0,0,0,6,1,0,1,286.07,20000,0,0,320.28
323803,1,37,0,0,115.6,0,0,0,0,0,0,5,1,0,1,606.11,2500,0,0,1145.98
323832,0,53,0,1,115.6,0,16,0,16,0,15,3,1,0,4,1064.42,800,0,0,1064.42
323847,1,35,0,1,115.6,0,0,0,0,0,0,2,1,0,3,5340.29,6840,0,0,6775.45
323944,1,64,1,1,115.5,0,0,0,0,0,0,5,1,0,1,131.86,4450,0,0,688.92
323947,1,40,1,1,115.5,0,26,25,0,26,25,2,1,1,5,3125.69,3000,0,0,3125.69
323949,1,44,1,0,115.5,0,0,15,0,0,0,3,1,0,2,934.06,4200,0,9,4604.19
323963,1,63,1,1,115.466666666667,0,0,0,1,0,0,5,1,0,1,15047.06,18150,0,17,20058.2
324048,0,56,1,1,115.366666666667,69,0,0,0,0,10,1,1,1,5,68.57,5400,0,0,1052.33
324393,0,44,0,1,115.133333333333,31,1,0,1,1,0,2,1,0,5,142.39,4000,0,0,467.93
325402,1,45,1,0,114.5,0,0,0,0,0,0,5,1,1,1,10355.2,16300,0,0,11323.14
325439,1,51,1,1,114.5,0,0,0,0,0,0,5,1,4,1,1937.93,2100,0,12,2515.35
325770,1,51,0,1,114.2,0,11,0,11,0,10,4,1,0,2,618.82,9600,0,2,935.8
325835,0,41,1,0,114.333333333333,10,0,10,0,11,41,3,1,0,4,1093.95,1040,1,2,1093.95
325898,1,42,0,0,114.3,0,0,0,0,0,0,5,1,2,1,228.71,2100,0,8,925.68
325900,0,35,0,1,114.3,5,0,0,6,37,0,2,1,4,4,440.19,900,0,0,961.45
326136,1,36,1,0,114.166666666667,0,0,0,0,0,5,5,1,0,1,493.68,21500,0,0,493.68
326161,1,35,0,0,114.166666666667,5,0,0,0,0,0,3,1,0,2,380.17,2050,0,0,1511.78
326294,1,36,1,0,114.033333333333,0,0,0,0,1,0,5,1,0,1,14717.13,16050,0,100,15977.11
326391,1,32,0,0,114,0,0,0,1,1,0,5,1,0,1,496.51,3850,0,0,594.01
326678,0,44,0,1,113.833333333333,25,56,56,0,0,25,1,1,2,5,1720.8,2000,0,0,2034.86
326711,0,32,0,0,113.733333333333,0,21,0,0,0,20,1,1,4,5,389.98,350,0,0,389.98
326787,1,35,0,0,113.7,0,0,0,0,0,0,2,1,0,2,1960.24,2000,0,0,2119.81
326899,1,70,1,1,113.466666666667,0,0,0,0,0,0,5,1,4,1,988.1,1400,0,5,1055.79
326991,1,50,1,1,113.466666666667,0,0,0,0,0,0,6,1,0,1,1052.47,1000,0,1,1052.47
327191,1,40,0,0,113.466666666667,0,0,0,0,0,0,6,1,0,1,1695.7,2200,0,12,1825.57
327254,1,50,0,1,113.466666666667,0,0,0,0,0,0,5,1,4,1,898.98,1980,1,0,1465.89
327520,0,42,0,1,113.3,0,11,0,0,0,0,4,1,0,1,336.41,5700,0,0,1449.55
327713,0,52,0,1,113.233333333333,0,1,0,1,1,0,2,1,0,5,2292.55,2700,0,0,2792.53
327857,1,34,1,0,113.166666666667,0,0,0,0,0,0,5,1,0,1,22304.72,21200,2,15,22891.25
327922,0,59,1,0,113.033333333333,5,36,5,36,37,36,1,0,2,5,2654.68,2600,2,0,2803.05
327941,0,44,1,1,113,0,1,0,1,1,31,4,1,4,2,13267.37,9900,7,0,13850.99
327961,1,65,0,1,113.133333333333,0,0,0,0,0,0,5,1,0,1,2009.19,5000,0,0,2009.19
328006,1,57,1,1,113,0,1,0,1,0,0,5,1,0,1,2199.94,4600,0,2,3728.53
328174,0,41,1,1,112.766666666667,0,0,0,0,0,0,1,1,0,2,1830.15,1900,0,5,1830.15
328251,0,42,0,1,112.966666666667,0,1,0,1,32,0,2,1,0,3,6560.4,8000,0,19,8344.24
328383,1,52,1,1,112.533333333333,0,0,0,0,0,0,4,1,0,2,2437.96,6500,1,1,2437.96
328438,1,53,1,0,112.8,0,0,0,0,0,0,6,1,0,1,821.4,10000,0,0,1760.05
328443,1,40,0,1,112.5,0,0,0,0,0,0,5,1,0,1,478.35,19450,0,9,1963.43
328787,1,49,1,1,112.633333333333,0,0,0,0,0,0,6,1,0,1,754.22,850,0,3,754.22
328953,1,45,0,1,112.366666666667,0,1,0,1,1,0,5,1,0,1,538.82,6750,4,0,1871.51
329140,1,40,0,1,112.166666666667,10,11,10,0,0,10,3,1,0,3,1678,2000,0,0,1678
329224,1,36,0,0,112.4,0,0,0,0,0,0,5,1,4,1,1701.33,2300,8,2,2254.32
329237,1,52,0,1,112.366666666667,0,0,0,11,11,10,2,1,4,3,155.74,3900,0,3,1444.84
329521,0,35,1,0,112.066666666667,5,6,5,6,6,5,2,1,2,5,2268.64,2250,0,0,2449.12
330133,0,47,1,0,111.7,0,0,0,0,0,0,4,0,4,2,1291.76,1300,5,1,1356.93
330405,1,41,0,1,111.8,0,0,0,0,0,0,5,1,0,1,8419.1,13850,0,2,9813.91
331101,1,49,1,1,111.2,0,0,0,0,0,0,4,1,0,1,254.44,11500,0,1,1132.45
331150,0,44,0,1,111.4,0,0,0,0,0,25,4,1,1,1,5451.19,5900,0,14,5546.82
331258,1,33,1,0,111.1,0,0,0,0,0,0,5,1,0,1,900.93,1500,10,0,1496.28
331770,1,42,1,1,110.866666666667,0,1,0,1,1,0,2,1,0,5,156.74,1260,0,0,212.73
331812,0,52,0,1,111.033333333333,0,31,0,0,1,0,1,1,0,5,232.95,2000,0,0,584.96
331813,0,47,0,1,110.633333333333,0,0,0,0,1,31,4,1,2,2,964.82,6400,0,1,964.82
332022,1,58,1,0,110.6,0,0,0,0,0,0,6,1,0,1,12899.71,17950,0,8,16131.68
332119,1,46,1,1,110.566666666667,0,0,0,0,0,0,5,1,0,1,1686.48,2100,0,1,2858.99
332269,1,53,1,0,110.8,0,0,0,0,0,0,5,1,1,1,2886.3,6200,6,9,6395.6
332270,1,34,1,1,110.8,0,0,0,0,0,0,5,1,0,1,85.37,18250,0,0,542.92
332292,1,45,0,1,110.8,0,0,0,0,0,0,6,1,0,1,4446.92,8800,0,0,4446.92
332495,1,53,0,1,110.5,0,0,0,0,0,0,5,1,0,1,4856.52,4750,12,3,5518.28
332632,1,40,1,0,110.466666666667,0,0,0,0,0,20,4,1,1,2,2491.8,2340,7,8,2674.26
332748,1,60,1,1,110.433333333333,0,0,0,0,0,0,6,1,0,1,599.55,17500,0,0,599.55
333486,1,55,1,0,110,5,6,5,0,0,5,3,1,0,2,1159.42,7500,0,0,1439.29
333653,0,54,1,1,109.966666666667,25,0,0,26,0,0,2,1,1,5,273.38,1100,0,0,945.95
333922,0,36,1,0,109.766666666667,0,1,0,1,1,31,1,1,4,4,532.89,500,0,0,626.09
334606,1,47,1,0,109.666666666667,0,0,0,0,0,0,6,1,0,1,200.96,19000,0,0,4860.27
334666,0,38,0,0,109.6,0,0,0,0,21,0,2,1,0,5,36.21,2900,0,0,71.84
334753,0,32,1,0,109.566666666667,0,16,46,0,0,15,1,0,4,4,2230.16,2150,1,5,2230.16
335074,1,50,1,1,109.366666666667,0,0,0,0,0,0,5,1,0,1,9541.34,18500,0,1,9541.34
335369,1,45,1,0,109.233333333333,0,6,0,6,6,5,3,1,3,2,661.43,700,7,0,697.46
335385,0,28,1,0,109.233333333333,0,0,0,1,0,0,3,1,3,2,2223.02,3150,1,9,3221.76
335453,0,34,1,1,108.866666666667,0,1,0,1,1,0,4,1,0,2,2666.73,4700,10,3,6786.74
335478,1,37,1,0,109.133333333333,0,1,0,0,1,0,3,1,4,3,11636.57,21300,0,0,15433.88
335491,1,47,0,1,109,0,0,0,0,0,0,6,1,0,1,2842.24,10000,0,2,2842.24
335743,0,41,0,1,109,0,0,0,0,0,0,5,1,1,1,25139.12,22850,6,0,29268.42
336250,1,40,0,0,108.766666666667,0,0,0,0,0,0,6,1,0,1,12381.7,22400,0,6,14881.96
336376,1,39,1,0,108.733333333333,0,0,0,0,0,0,6,1,0,1,2282.99,15000,0,1,3499.37
336411,0,41,0,1,108.733333333333,10,11,10,0,11,10,4,1,1,2,4074.44,5850,0,0,4341.81
336554,0,32,0,0,108.633333333333,69,0,10,0,11,10,1,1,2,5,340.17,400,0,0,435.65
336588,1,62,1,1,108.633333333333,0,0,0,0,0,0,3,1,0,3,1799.86,3900,0,3,4938.03
337010,0,39,1,0,108.433333333333,0,0,0,0,0,0,1,1,0,2,120.66,1400,0,0,171.27
337049,1,31,0,0,108.366666666667,0,0,0,0,0,0,5,1,0,1,901.95,18000,0,0,1411.51
337112,1,29,1,0,108.4,15,16,0,16,0,15,1,1,1,5,435.31,480,1,0,499.57
337416,0,45,0,1,108.3,0,1,31,0,1,0,2,1,4,4,621.78,1200,2,1,1187.08
337538,1,36,0,1,108.2,10,0,0,0,0,0,3,1,0,2,474.18,900,0,0,1106.71
337771,1,33,0,1,108.2,0,0,0,0,0,0,6,1,0,1,479.21,3590,0,0,1631.42
337918,0,33,0,0,108.133333333333,0,1,0,31,1,31,1,1,0,5,140.73,175,0,0,192.27
337976,0,29,0,0,108.1,0,0,0,0,0,0,2,1,0,2,2731.05,5500,1,13,2731.05
338372,1,43,1,1,107.933333333333,31,31,31,31,32,31,1,1,2,5,7949.77,15500,1,0,21480.37
338637,1,41,1,0,107.866666666667,0,0,0,0,0,0,1,1,0,5,605.85,700,0,0,696.72
338679,0,47,1,1,107.866666666667,0,0,0,0,0,0,2,1,0,3,194.17,250,0,0,306.88
339087,1,28,0,0,107.7,0,0,0,0,0,0,6,1,1,1,10153.23,17200,1,32,10153.23
339137,1,42,1,1,107.666666666667,0,26,0,0,0,0,3,1,0,3,1876.99,1900,6,0,2528.51
339170,1,38,0,0,107.666666666667,0,0,0,0,0,0,5,1,0,1,624.57,900,0,6,624.57
339285,1,37,0,0,107.666666666667,0,0,0,0,0,0,5,1,0,1,1856.78,2400,8,5,2504.78
339534,0,39,0,1,107.566666666667,0,0,15,0,16,46,2,1,4,5,812.74,650,1,0,1807.29
339660,0,48,0,0,107.5,0,0,0,0,16,0,3,1,2,3,1630.81,2050,5,4,2679.28
339840,0,34,0,0,107.466666666667,0,16,0,16,47,0,1,1,3,5,3432.68,3950,5,4,4749.88
340046,0,43,1,0,107.433333333333,0,0,0,0,1,0,5,1,0,1,17845.93,19050,0,47,17845.93
340132,1,50,0,1,107.433333333333,0,0,0,0,0,0,2,1,0,2,16857.31,32000,0,0,21085.73
340207,1,50,0,1,107.4,0,16,0,0,0,0,3,1,0,2,6191.5,21600,0,0,11624.92
340281,1,37,1,1,107.4,0,0,0,0,0,0,5,1,0,1,1195.05,15200,0,0,6686.48
340442,1,36,0,0,107.333333333333,0,0,0,0,0,0,6,1,0,1,8347.52,12300,1,19,8458.44
340497,0,36,0,1,107.3,0,0,10,0,0,0,2,1,0,5,3128.52,3600,0,0,3598.78
340501,1,61,0,1,107.3,0,1,0,1,1,0,3,1,0,2,485.81,8500,0,3,1036.14
340600,1,41,1,0,107.266666666667,0,0,0,0,0,0,5,1,0,1,1008.25,11000,0,10,1242.72
340928,0,36,0,0,107.2,0,0,5,36,0,5,1,1,3,5,1170.31,800,0,0,1170.31
340994,0,51,1,0,107.166666666667,5,36,36,36,0,0,1,1,0,5,938.35,1100,1,0,1126.73
341102,1,32,1,1,107.166666666667,0,0,0,0,0,5,5,1,0,1,6692.11,10000,0,16,7221.93
341270,0,32,1,0,107.133333333333,0,0,5,0,0,5,5,1,0,1,326.33,4000,0,0,625.45
341638,1,34,0,0,107,0,1,0,1,1,0,4,1,0,1,1902.01,11000,0,0,2057.9
341732,1,49,1,1,107,0,0,0,0,0,0,4,1,0,1,4545.47,20500,0,1,5575.57
341958,1,31,1,1,106.933333333333,0,1,0,1,0,0,5,1,0,1,3671.68,15000,0,2,4812.8
342123,1,32,1,1,106.9,0,0,0,0,0,0,6,1,0,1,342.84,288,2,1,501.66
342358,0,42,1,1,106.866666666667,0,0,0,0,0,0,2,1,0,4,1336.14,1800,0,0,1799.09
342497,1,35,0,0,106.833333333333,0,0,0,0,0,0,2,1,0,4,5671.54,17100,5,0,16348.75
342597,1,40,1,1,106.833333333333,0,0,0,0,0,0,4,1,1,3,3342,4050,8,0,4243.18
342849,1,66,0,1,106.8,0,0,0,0,0,0,5,1,0,1,172.77,1200,0,0,491.1
342892,1,34,0,0,106.766666666667,0,11,10,11,11,0,2,1,0,5,1660.39,4350,0,17,4198
343111,0,31,0,0,106.733333333333,10,0,10,11,42,10,1,1,1,5,365.73,500,0,0,498.72
343867,0,36,1,1,106.533333333333,0,0,0,26,26,56,2,1,2,5,3094.84,3200,2,0,3339.53
344303,1,58,0,1,106.3,0,0,0,0,0,0,5,1,0,1,14546.76,22100,0,0,17987.41
345143,1,35,0,0,105.966666666667,0,1,0,1,1,0,4,1,0,3,712,1350,1,0,1445.99
345293,1,35,0,1,105.866666666667,0,1,0,0,0,0,4,1,0,1,687.42,800,5,7,825.82
345368,0,43,0,1,105.833333333333,46,46,46,46,47,46,1,1,3,5,1970.67,2100,0,0,2680.79
345804,1,47,1,1,105.7,0,0,0,0,0,0,5,1,0,1,11253.72,15900,0,2,13433.56
345965,0,60,0,1,105.6,5,6,5,6,6,5,2,1,0,5,942.79,1620,0,0,1603.16
346237,0,44,1,0,105.533333333333,0,0,0,21,0,0,3,1,0,4,4732.65,10200,0,0,7486.88
346238,1,63,0,1,105.533333333333,0,0,0,0,0,0,5,1,0,1,1136.09,33000,0,1,1136.09
346479,0,57,0,1,105.466666666667,0,0,0,1,1,0,4,1,0,2,516.44,1120,0,0,961.93
346735,1,46,0,1,105.333333333333,0,0,0,0,0,0,5,1,0,1,2466.49,3000,12,0,3011.26
346962,0,46,0,1,105.2,0,0,0,1,32,31,2,1,5,5,567.09,600,0,0,651.73
347428,1,40,0,1,105.033333333333,5,0,5,0,0,5,2,1,0,4,1031.03,3150,0,0,2171.1
347461,0,38,1,0,105.033333333333,0,1,0,1,32,31,2,1,0,5,1890.29,2500,2,0,2230.22
347503,0,46,0,1,105,0,0,0,0,0,5,5,1,0,1,1684.52,7800,0,0,2539.28
347661,1,40,0,1,104.933333333333,0,0,0,0,0,0,5,1,0,1,7390.19,13000,0,5,10762.84
347703,1,42,0,1,104.9,0,1,0,1,0,0,5,1,0,1,1304,1550,9,0,1682.89
347993,1,66,1,0,104.866666666667,0,0,0,0,0,0,6,1,0,1,13966.51,15150,9,9,13966.51
348306,1,38,1,1,104.766666666667,5,6,0,0,0,0,4,1,0,1,23.76,12250,0,0,477.62
348391,1,41,1,0,104.7,0,0,0,0,0,0,5,1,0,1,65.77,4000,0,0,1634.5
348720,1,43,0,1,104.633333333333,0,0,0,0,0,0,6,1,0,1,315.39,3000,0,1,555.96
348772,0,47,0,1,104.633333333333,0,21,51,82,0,20,1,1,4,5,101.1,500,0,0,264.27
348796,0,65,1,0,104.633333333333,0,31,31,31,32,31,1,1,3,5,438.39,1200,0,7,1210.7
349273,1,34,1,0,104.466666666667,0,0,0,0,0,0,5,1,5,1,8133.28,11500,0,7,9776.35
349372,0,32,0,0,104.466666666667,0,0,15,0,16,15,2,1,0,5,858.43,1000,0,0,1193.93
350189,0,50,0,1,104.2,0,6,0,0,6,5,5,1,0,1,13937.09,14300,0,5,15658.57
350222,1,47,0,1,104.2,0,0,0,0,0,0,6,1,0,1,1640.91,5350,0,1,2877.45
350350,1,60,1,0,104.166666666667,0,6,0,0,0,5,3,1,0,2,429.33,1400,0,1,973.44
350730,0,47,1,1,104.066666666667,64,36,66,36,67,0,0,1,0,5,459.62,500,0,0,481.6
350903,0,31,0,1,103.966666666667,0,1,31,1,32,0,2,1,4,5,93.44,600,0,5,274.88
351158,0,43,1,0,103.9,0,31,61,31,1,0,1,1,2,5,625.55,1900,1,4,1977.31
351201,0,43,1,1,103.9,0,1,0,1,1,31,2,1,0,4,376.3,450,0,0,420.61
351478,0,35,1,0,103.866666666667,0,0,0,11,11,10,3,1,4,4,1446.27,1800,5,0,1814.17
351506,1,39,0,1,103.833333333333,0,0,25,0,26,0,2,1,0,5,69.5,7600,0,0,1669.23
351817,1,36,0,0,103.7,0,0,0,0,0,0,4,1,0,1,777.73,1500,0,7,1405.09
351904,1,38,0,1,103.666666666667,0,0,0,0,0,0,5,1,0,1,618.03,2000,0,5,857.83
351938,1,57,1,1,103.666666666667,0,0,0,0,0,0,5,1,0,1,2387.28,10000,2,4,6903.36
351972,0,44,1,0,103.666666666667,0,0,0,0,0,0,4,1,0,1,9349.79,9580,10,0,12063.04
352738,1,51,1,0,103.366666666667,0,0,0,0,0,0,6,1,0,1,471.95,2500,0,0,1589.3
353020,1,33,0,0,103.266666666667,0,0,0,0,0,0,3,1,4,4,515.6,520,6,0,547.84
353288,1,50,1,1,103.133333333333,0,0,0,0,0,0,5,1,0,1,7868.59,6600,11,0,7868.59
353879,1,29,0,0,102.833333333333,0,0,0,0,26,0,2,1,0,5,1193.7,1650,2,0,2410.66
354027,1,58,1,1,102.8,0,0,0,0,0,0,5,1,0,1,358.07,8500,0,0,358.07
354178,1,36,1,0,102.766666666667,0,0,0,0,0,0,3,1,0,2,3320.93,5100,9,4,3924.48
354224,1,48,0,0,102.766666666667,0,0,0,0,0,0,2,1,1,5,2848.39,6800,0,4,4496.37
354280,1,67,1,1,102.766666666667,0,0,0,0,0,0,5,1,0,1,2156.61,5000,0,17,2156.61
354298,1,34,0,0,102.733333333333,0,0,0,0,0,0,5,1,0,1,17893.43,33500,0,8,17893.43
354317,1,52,1,1,102.733333333333,0,0,0,0,0,0,5,1,0,1,2643.09,7800,5,9,8441.98
354360,1,62,1,1,102.733333333333,0,0,0,0,0,0,2,1,1,3,18312.92,32550,0,5,36729.15
354580,1,34,0,0,102.633333333333,0,0,0,0,0,0,2,1,0,4,1179.33,1200,2,0,1251.01
355008,1,63,1,0,102.5,0,0,0,0,0,0,5,1,0,1,6071.08,7850,0,1,6071.08
355099,0,44,0,1,102.5,15,16,46,46,47,15,1,1,0,5,344.03,500,0,0,699.79
355273,1,44,0,1,102.433333333333,0,1,0,1,1,0,3,1,0,3,136.29,15000,0,0,1605.81
355502,1,42,1,0,102.333333333333,0,11,0,0,11,10,3,1,1,4,2083.21,4400,0,0,4619.11
355612,1,38,1,1,102.333333333333,0,0,0,0,0,0,5,1,0,1,2414.29,10000,0,5,4148.97
355825,1,53,1,0,102.3,0,0,0,0,0,0,6,1,0,1,3682.8,15250,0,0,6190.61
355826,1,31,1,0,102.3,0,0,0,0,0,0,3,1,0,2,52.28,2750,0,0,2646.95
355830,0,36,1,1,102.3,31,31,31,1,0,0,2,1,2,5,482.47,3040,0,0,3338.88
356047,1,49,1,1,102.233333333333,0,1,0,0,0,0,5,1,0,1,1861.6,5800,0,0,3396.7
356466,1,31,1,0,102.133333333333,5,6,5,6,6,0,2,1,0,5,351.46,1200,1,0,981.95
356751,1,32,1,0,102.066666666667,5,6,5,0,6,0,1,1,3,5,1038.6,1200,4,0,1271.73
357133,0,53,1,1,101.933333333333,0,1,31,1,0,0,2,0,3,4,25377.42,14700,2,6,26593.77
357236,1,34,1,0,101.9,0,1,0,1,1,0,5,1,0,1,2355.64,2320,4,1,2355.64
357257,0,29,0,0,101.9,0,1,31,0,1,0,1,1,0,4,401.17,1600,0,0,401.17
357261,1,36,0,0,101.9,0,0,0,1,0,0,6,1,0,1,341.47,15000,0,0,750.43
357363,0,33,0,0,101.866666666667,0,0,0,1,1,0,5,1,1,1,498.45,675,2,4,498.45
357717,1,30,0,1,101.766666666667,0,26,0,26,0,0,2,1,1,5,1035.33,2300,0,0,2339.84
357821,1,38,0,0,101.733333333333,0,0,0,0,0,0,4,1,0,1,1681.25,7000,0,0,4025.42
358501,1,47,1,1,101.4,0,0,0,0,0,0,5,1,0,1,938,4500,7,3,992.9
358502,0,29,0,1,101.4,74,46,46,77,0,0,0,1,0,5,67.18,500,0,0,703.96
358937,1,51,0,1,101.266666666667,0,0,0,0,0,0,6,1,0,1,58.54,12100,0,5,3157.97
359156,1,58,1,1,101.166666666667,0,0,0,0,0,0,5,1,0,1,10456.68,16750,0,1,11635.64
359167,1,37,0,1,101.166666666667,0,0,0,0,11,0,3,1,0,3,494.96,1300,0,0,1260.34
359448,1,42,1,0,101.033333333333,0,0,0,0,0,0,6,1,0,1,601.65,500,1,0,640.94
359590,0,44,1,1,100.933333333333,0,1,0,1,0,0,5,1,1,1,386.34,1700,0,9,386.34
359688,0,42,1,0,100.9,0,0,0,1,1,0,5,1,4,1,312.23,260,2,1,334.26
359825,0,38,0,0,100.866666666667,0,1,31,1,1,0,3,1,0,2,384.23,1440,7,6,1450.01
359922,1,39,1,1,100.8,0,0,0,0,0,0,6,1,0,1,52.8,9000,0,2,1406.66
360123,1,56,1,1,100.7,0,0,0,1,1,31,2,1,1,3,539.66,500,0,0,539.66
360138,1,67,0,1,100.7,10,11,41,11,42,41,1,1,0,5,1222.87,1800,0,0,1885.44
360904,1,35,1,0,100.333333333333,0,0,0,0,0,0,5,1,0,1,563.56,5000,2,4,902.08
360964,1,50,1,0,100.266666666667,0,0,0,0,0,0,5,1,0,1,746.42,900,0,1,917.77
361307,0,45,0,1,100.166666666667,0,11,0,0,0,10,3,1,1,2,1410.12,1400,5,1,1478.93
361437,0,42,1,1,100.066666666667,0,1,0,1,1,31,2,1,3,5,770.15,1000,0,0,999.48
361687,1,31,0,0,99.9333333333333,0,0,0,0,0,0,5,1,0,1,719.05,8000,0,1,1070.56
361750,0,70,0,1,99.9,0,1,0,1,1,0,2,1,0,3,1446.27,1500,2,5,1520.33
361903,1,37,0,1,99.8,0,0,0,0,0,0,5,1,0,1,1040.25,1000,0,0,1060.82
362031,1,47,0,1,99.7333333333333,0,0,0,0,0,0,6,1,0,1,619.62,1600,0,0,916.66
362156,1,43,1,0,99.7,0,0,0,0,0,0,5,1,0,1,125.47,5500,0,0,1627.13
362474,0,48,0,0,99.5666666666667,0,21,51,0,0,20,4,1,0,2,318.53,10000,0,0,1412.95
362630,0,53,0,1,99.5,0,1,0,0,0,0,4,1,0,1,29322.64,29250,1,12,29322.64
363259,1,43,0,1,99.2333333333333,0,0,0,0,0,0,5,1,0,1,5392.19,5800,4,37,5692.27
363656,0,29,1,0,99.0333333333333,0,0,0,0,6,5,3,1,3,2,378.44,800,0,3,498.36
363687,0,38,0,1,99,5,36,5,0,6,36,1,1,3,5,928.86,1000,0,0,1110.71
363715,1,45,0,1,99,5,6,0,6,6,5,2,1,0,5,1060.15,1400,0,0,1474.05
363749,1,43,0,1,99,5,6,0,0,0,0,4,1,0,2,5069.28,7000,9,3,7306.59
364140,1,40,1,0,98.7666666666667,0,0,0,0,0,0,5,1,0,1,3198.54,2400,10,0,3504.68
364489,1,40,1,1,98.5666666666667,0,0,0,0,0,0,6,1,0,1,326.04,18500,0,0,1184.64
364495,1,61,1,0,98.5666666666667,0,0,0,0,0,0,4,1,0,1,827.77,1728,0,0,827.77
364851,0,38,1,0,98.4333333333333,0,0,0,0,0,0,4,1,0,1,135.32,2200,0,0,137.23
365034,0,43,0,0,98.3666666666667,15,46,46,46,47,15,1,1,3,5,671.31,3200,0,2,2177.25
365388,1,59,0,1,98.1333333333333,0,0,0,0,0,0,5,1,0,1,686.79,12500,0,0,2642.96
365560,1,39,0,1,98.0333333333333,0,0,0,6,0,5,5,1,0,1,425.51,10300,0,8,626.26
365863,0,40,0,1,97.8333333333333,25,0,0,0,0,25,1,1,1,4,492.19,590,0,0,551.43
365931,1,32,0,1,97.7666666666667,0,0,0,1,1,0,5,1,0,1,1614.19,12750,0,0,3101.53
366068,1,35,0,0,97.6666666666667,0,0,0,0,0,0,5,1,0,1,1024.87,8750,0,0,1170.32
366365,0,34,1,0,97.4,15,16,15,0,16,15,2,1,2,5,1073.09,1100,0,0,1139.1
366570,1,49,1,0,97.1333333333333,0,1,0,0,0,0,4,1,3,2,1199.57,1200,2,5,1216.58
366692,1,46,0,1,96.9666666666667,31,62,31,1,1,0,1,1,0,5,546.59,2350,0,0,3540.67
366714,0,30,1,0,96.9333333333333,0,0,5,6,6,0,4,1,0,2,207.57,1600,0,0,275.16
366988,1,50,0,1,96.6333333333333,0,0,0,0,0,25,3,1,0,2,4205.57,12200,0,9,4418.07
366994,1,35,0,1,96.6,0,0,0,0,0,0,5,1,0,1,4120.34,11750,0,0,4120.34
367386,0,34,1,1,96.2666666666667,15,16,46,0,0,0,1,1,0,5,3845.38,6300,4,0,6743.54
367586,0,47,0,1,96.0333333333333,0,1,0,1,0,0,4,1,0,2,916.5,1800,0,0,1017.23
367753,0,36,0,1,95.8333333333333,31,31,0,0,1,0,1,1,2,5,664.48,800,1,0,831.14
368030,1,31,0,0,95.7,0,0,0,0,0,0,4,1,0,1,78.96,5050,1,8,2967.17
368589,0,52,1,0,95.2333333333333,46,46,46,0,0,15,0,0,1,5,2069.92,2350,3,0,4828.07
368619,1,61,1,1,95.2333333333333,0,0,10,0,0,0,4,1,0,2,253.58,2200,3,6,759.62
368691,1,35,0,0,25.6,0,0,0,0,0,0,6,1,0,1,287.6,4100,0,0,657.65
368821,0,33,1,0,95.1333333333333,0,0,0,11,42,0,2,0,2,3,1858.91,1850,0,5,2124.67
369056,1,30,0,0,95.0666666666667,0,0,10,0,0,0,4,1,4,1,199.85,400,0,6,408.41
369159,0,37,0,0,25.6,0,1,31,62,1,31,1,0,4,5,464.05,850,1,0,749.79
369351,0,50,1,0,25.5666666666667,0,0,0,0,0,0,3,1,0,2,1618.45,1600,4,2,1705.97
369429,1,39,0,0,94.9333333333333,0,0,0,0,6,0,3,1,1,2,1279.45,1250,0,0,1298.27
369451,0,68,0,1,94.9333333333333,5,36,36,6,6,5,1,1,2,5,160.35,900,0,0,946.33
369452,1,60,0,0,25.5666666666667,0,0,0,0,0,0,4,1,0,1,336.26,1000,0,0,516.55
369625,0,28,1,0,94.8666666666667,0,0,0,1,1,0,3,1,1,2,1561.93,1600,0,7,1923.31
369755,1,24,0,0,25.5666666666667,25,0,25,0,0,0,2,0,1,5,4825.09,2340,0,0,5777.59
369772,0,40,0,1,25.5666666666667,0,0,0,16,16,15,2,1,0,5,3617.74,5320,0,3,6633.69
369833,1,53,0,1,25.5666666666667,0,0,0,0,0,0,4,1,0,1,1075.82,1600,0,0,1868.74
369885,0,27,1,0,25.5666666666667,31,1,0,1,1,0,1,1,2,5,1118.06,1080,1,1,1185.87
370035,1,38,0,0,25.5666666666667,0,26,0,0,0,0,4,1,0,1,842.29,1000,0,5,842.29
370052,0,34,1,0,94.7333333333333,0,1,0,1,1,0,3,1,5,2,965.31,1300,1,7,1312.96
371421,0,42,0,1,25.5333333333333,0,26,25,26,26,56,1,1,0,5,382.82,540,5,2,555.73
371550,0,32,0,0,93.7,0,1,0,0,0,0,2,1,0,3,1761.38,2500,0,0,2379.36
